Lag_1,Lag_2,Lag_3,Lag_4,Lag_5,Lag_6,Lag_7,Lag_8,Lag_9,Lag_10,Lag_11,Lag_12,Lag_13,Lag_14,Lag_15,Lag_16,Lag_17,Lag_18,Lag_19,Lag_20,Lag_21,Lag_22,Lag_23,Lag_24,Lag_25,Lag_26,Lag_27,Lag_28,Lag_29,Lag_30,Y
0.00334649456072267,0.0058487218996487525,0.007468482551723586,0.008377652096427102,0.009026183500128704,0.00955440987025205,0.00997823720173917,0.010194980365673961,0.010383305697849444,0.010509253972027507,0.010616586194433456,0.01072958205507246,0.010897365421583786,0.010965330842419272,0.011386078989749113,0.011506571446937107,0.011798764360733224,0.012084293396410914,0.012278915852829385,0.012503708358048655,0.012732392539091154,0.013002907474713258,0.013206132614663938,0.013346413692210967,0.013449735708200043,0.013489855111095406,0.013564573468694096,0.013754492741408756,0.01380105756722925,0.01393475361990286,0.0
0.0031069823181798174,0.0055508091715276014,0.007064355561858628,0.007927024167196662,0.008461229940606267,0.00911191542560019,0.009441346694850162,0.009758596690356593,0.009929090356486828,0.010242147448493158,0.010438778059297767,0.010730792445944236,0.010804790942486998,0.010926590998251955,0.010946473449764703,0.010957232463584494,0.01109929390877074,0.011237050086467394,0.011420418433735072,0.01154748132233022,0.01177546990089362,0.011933500091488839,0.01209097546187071,0.012307734557321506,0.012424935209829494,0.012612217418914115,0.012607448198760335,0.012828045167602518,0.012959195272251638,0.013134258990120447,0.0
0.003224407860781415,0.005755052271888807,0.007402725628534542,0.00837294685174819,0.008762197740380097,0.00912706714679136,0.009356762103450005,0.009627371221145927,0.009711771326658573,0.009825559636780229,0.009956673084187998,0.010112971200799238,0.01021896561636063,0.01038417270519561,0.010574945373011244,0.010757854287389582,0.010873677966198689,0.010975269204048252,0.011204846021886173,0.01149330982760629,0.01177052184887101,0.011909818047228737,0.012080480344919226,0.012238586266942342,0.012402043729905122,0.01254733054615385,0.012640014067023732,0.012772640163200058,0.012888161066409321,0.013073711905415647,0.0
0.0032370284706541505,0.005722491910580929,0.007398166858362329,0.008364454501937612,0.009042626448887781,0.009470860376229163,0.0097152780883906,0.009852039200511937,0.009888220299930757,0.010117971087311772,0.010244254144789317,0.010517189779853588,0.010612816527112693,0.010919872532325629,0.011007380502563792,0.011119445099674156,0.011276755436015275,0.01138087904831637,0.011538321217783318,0.011735976978875788,0.0119942969595005,0.01219386460489099,0.01239361892508252,0.012526400255559077,0.012684728767702061,0.01280018123637803,0.0129217694515017,0.012949925626745264,0.013102790522036287,0.013233367140793748,0.0
0.0031634498681437744,0.005726400099809287,0.00727737514695244,0.008190696350202963,0.008665229384514533,0.009060358399477879,0.009520175406467461,0.009786164722934537,0.00999526388076312,0.010220272005991966,0.010366435591117626,0.010524110868931121,0.010438498371215816,0.01053432987491707,0.010754752824785765,0.010938983570712787,0.01111719403796293,0.0112452560596898,0.011520888570762838,0.011781397310177787,0.011993088264889588,0.012078394207495085,0.012261599966093068,0.012411989848513157,0.012660147734825409,0.012839688154035543,0.012956992912274002,0.01308003084769665,0.013259470367963712,0.013395111522376182,0.0
0.0031554869902660648,0.005704901666126694,0.007459174296956101,0.008536266308192667,0.009167713123405431,0.009427305680870184,0.009555608225829758,0.009794340023068606,0.010028469099694261,0.0102027563863727,0.010208059997195104,0.010261326075191722,0.010426228419011377,0.010596005120880405,0.010787463246118524,0.01067525506037914,0.010947761032779491,0.011072533755645205,0.011374753554622493,0.01166775717377874,0.011926563041278941,0.01224563413123009,0.012455265944206961,0.012554330160464157,0.012699640085277417,0.012805352741077067,0.013050716454569027,0.013252488615387035,0.01352158643534999,0.01373045553708948,0.0
0.003272961406355759,0.005667120708473186,0.00753442602084417,0.008640627457252801,0.009281846705732906,0.009703094483144875,0.010109906009107663,0.010248515300250338,0.010323128893934152,0.010570724126441939,0.0107374277538329,0.010907417453086068,0.011011631078356642,0.010909647448341738,0.010925970365449626,0.010990891419123197,0.011104182891654688,0.011290447915432251,0.011403839928139467,0.011604085718743303,0.011877374876967661,0.01203374214852377,0.01222638856736622,0.012465388325567293,0.012666569656715098,0.012724308019234876,0.012878905939972603,0.012996209173505727,0.013089885104844034,0.013355406914341476,0.0
0.003229564504701311,0.005644713575844397,0.007358133988689314,0.008406733013560272,0.009040553207158011,0.009476801808927567,0.009698886089400104,0.009926690765565604,0.010118505845017488,0.01020259614761479,0.010399959512772707,0.01040161770603305,0.010634767902369361,0.01080134917277897,0.010883892070454343,0.010977770003569965,0.011130782184174995,0.011228734469470612,0.01153573744677466,0.011716940466149229,0.011872053275114198,0.012146589976531392,0.012268528954998822,0.012450825294869725,0.012592405008713524,0.01262958389101265,0.012851652326756011,0.013027235033504878,0.013207727611727813,0.013457484005603272,0.0
0.0032115506226062383,0.005710680636000125,0.007282464154868274,0.008119085147104351,0.008745881886931305,0.009135855712002724,0.009357652336613063,0.00951056349201916,0.00975830629920385,0.010037304226192511,0.010252322917526735,0.010363411516954397,0.01046992672429049,0.010564071439786533,0.010655026083149001,0.010790089390862966,0.01093619026676426,0.011097021982141643,0.011263578826046776,0.011412476842339158,0.011654590383125855,0.011788982195765707,0.011960937641215957,0.012148051586739527,0.012323222044968806,0.012395439664838743,0.012432243501402294,0.012589440475472724,0.012799698644568126,0.012945453835228707,0.0
0.0031468228177021678,0.005822145593155915,0.007692636086886886,0.00868621693372594,0.00929548769535252,0.009721884500701775,0.009840768558939516,0.009976257458278218,0.010150130231270644,0.010343710307658219,0.010526485496836003,0.010671308013910905,0.010767829212906681,0.010867514829051683,0.0110135810029632,0.01118875766807577,0.011261594285571034,0.011529897991078956,0.01171528735275546,0.011906854087244,0.012198145977898638,0.01231970867558463,0.012601741518035227,0.012903008630015731,0.013150622052225558,0.013255104937024063,0.013269661167769065,0.013301235553389487,0.013521165630235277,0.013723559101114679,0.0
0.003109214304213325,0.005740192430748225,0.007366160029228543,0.008562987539448856,0.009069751124474766,0.009485846148642323,0.009969333775224014,0.01022205952340161,0.010478817327747497,0.010775623512007535,0.010919605200445855,0.011075942704575912,0.011122247913121459,0.011247331490713566,0.011355290259743427,0.011497875828854753,0.011587791528375779,0.011623450374901789,0.01178706257874355,0.011859078895361462,0.0120511829032992,0.012199975571982477,0.012415731767522415,0.012618368461781203,0.012698420329871396,0.012904443717852257,0.013108179490603234,0.013195217933985218,0.01320975823023533,0.013363479210885095,0.0
0.003199017281563181,0.005765114268032382,0.007692053747842679,0.00860344771989437,0.009300526507173052,0.009702439908858666,0.009973913771136675,0.010251379234298237,0.010477191847534583,0.010743928939684852,0.010962772173477712,0.011175901951042034,0.011278117132402036,0.011259133936574949,0.011224703440487902,0.011163676391078986,0.01121636454319592,0.011379211681612954,0.011571703343591968,0.011694179881108003,0.0118950076350182,0.0120819515954776,0.01233603306632961,0.012562931473742394,0.012693151006836288,0.012749014455725112,0.012900811371439858,0.013164354382663541,0.013242520702801323,0.01346492242297886,0.0
0.003352300518264432,0.005977175726095603,0.007605024819494281,0.008454373253878355,0.008991213088172216,0.009254700633836172,0.009593670290085352,0.009795918994583881,0.010105475878673413,0.010308997650454893,0.010431753527105446,0.010551733065531949,0.010655085792217269,0.010781619543628017,0.010867514606391323,0.010947695458078159,0.011015065077954541,0.011167127780729303,0.01124496485683284,0.011394210499598816,0.011683653520459227,0.01187747144465586,0.012051556896201977,0.012208709691239638,0.012304220734764443,0.012436670309424183,0.01263641346287343,0.012814496697156874,0.012923238588377853,0.013124791808001817,0.0
0.0030022525814119927,0.005417348309250918,0.0069636467213074925,0.007891137938078054,0.00836008773363289,0.008678769362226255,0.008983341189382989,0.009093474419742663,0.009424153554039064,0.009668401507366394,0.009810471865999617,0.010006874690638165,0.010218645498395112,0.010338252226109798,0.010396842774768362,0.010460135344223671,0.010500681892370743,0.010641588431069151,0.010829216194372345,0.011012199244200388,0.011229750593316599,0.011329195550023138,0.011561411694985207,0.01166611668811097,0.01188290178446953,0.012103980951463283,0.012262845105542314,0.012458640534328467,0.012666621495122064,0.01295873052659322,0.0
0.003133289046606954,0.005690579894716679,0.0071762548647702805,0.008162142697184351,0.008721198674048213,0.00915305913151565,0.00920113795459364,0.00938219136682107,0.0094841507111514,0.009678008197544207,0.009828132193016885,0.009976503683665285,0.010082345876725032,0.01023105771334386,0.010434480215497068,0.010541444493203982,0.010708141303966778,0.010978045041885395,0.011077934966205655,0.011271537775776106,0.011494829545799485,0.011713960231058076,0.011793320808563214,0.011978645691749881,0.012170754541284027,0.01223946470935387,0.012444434582536128,0.012649238772636098,0.012887555308535862,0.013051676290894406,0.0
0.0031584726479200144,0.005915243806402117,0.0074995754081839195,0.008326146036324996,0.008959662421821314,0.009185767833445315,0.009588020247015635,0.009844636842296231,0.00995374231072234,0.01012284751572521,0.010144163802890366,0.010286043083812613,0.01040944081770349,0.010535367539698713,0.010758003756989367,0.010902326338572962,0.011059033217313354,0.011220520479745739,0.011377420564949713,0.011660836936068128,0.011740177333493569,0.011972623037969674,0.012214837165419639,0.012379135632060154,0.012734182039593889,0.012930384110708798,0.013157992273043224,0.013344261786855324,0.013596863139178933,0.013802397033032236,0.0
0.002966766027420529,0.005218552412751339,0.0066711784089592404,0.00750316476263563,0.008132275535840706,0.008553403395245606,0.008700534888239875,0.008746007543750583,0.008909057734356771,0.009169793859364513,0.009339370092880063,0.009470003515152972,0.009540743793470589,0.009654245392055848,0.009707299677794465,0.009810848124220792,0.009823961792843719,0.00985133278171381,0.010037769562928064,0.010228155083014074,0.010464537503108164,0.01068893861726372,0.010826485969570959,0.010933678107390956,0.011096201257956665,0.011186414605853531,0.011327923498775407,0.011450313001958777,0.011534558011966919,0.011691554943182093,0.0
0.0033782851286764224,0.006106953895060891,0.008030173643662314,0.009202641770243965,0.009750043052062033,0.010110872243807896,0.010497173941450512,0.010676088854511365,0.010817172554084492,0.010801651237976497,0.011014437037539073,0.011085905505204028,0.01105077462180465,0.011138838056752911,0.011337748330753574,0.011437370219071236,0.011547728788889192,0.011642477605274327,0.011802728831135437,0.012022474819339872,0.012203546189688523,0.012343221559793487,0.012492641959427868,0.012636389650777857,0.012833144919321526,0.012910120670213463,0.013098019012599839,0.013291239824965172,0.013572622621637049,0.013798536052134196,0.0
0.003216111770296444,0.005815450024993671,0.007468927185843822,0.008328849391724274,0.008920315820107915,0.009302894741164646,0.009556898956296965,0.009837021916504691,0.009992436644119565,0.010246526569227463,0.010482325366303414,0.010518340327678687,0.010713008486845643,0.010849149024404496,0.010991116752475692,0.011085111827312881,0.011046790724097592,0.01125000278320912,0.011468102562732457,0.0116629374514599,0.011931583879022958,0.012154932685956802,0.01235026952327684,0.01257321828967337,0.01271513763639531,0.012894632607107154,0.013023178535043426,0.01330456275596287,0.013451521918710574,0.013604289892328774,0.0
0.003174787670246429,0.005643953730410414,0.007416564035605559,0.008222188029773649,0.008887939578855508,0.00938576490275272,0.009729474275868115,0.010137693646800583,0.010438336718829728,0.010593221195492138,0.01080573869738292,0.0109498050781452,0.011144984149096036,0.011364363451556385,0.011525355353563164,0.01155739717105287,0.011677057154658823,0.011764243740599754,0.011770050295442692,0.011984582552897262,0.012134214607038509,0.012325990939795396,0.012468742930688179,0.012575528462246636,0.012698116591562334,0.012811082971315628,0.013028234602959305,0.013052823111344597,0.013163282610288604,0.013356297142350109,0.0
0.003209759608514707,0.005837328874415813,0.007506781455327165,0.008430333299581289,0.008982802786635042,0.00948641274130217,0.009751032205209998,0.010039206944390856,0.010321817032146234,0.010566052199683944,0.010631327778498378,0.010876302911510743,0.01085041439581708,0.01093493527095328,0.011075642698279299,0.011189921892182876,0.011409380960383134,0.011532238821977394,0.011657563639087432,0.01177510749228701,0.011927425031192908,0.012088298095972675,0.012281647611911672,0.012420833519143935,0.012646971459900085,0.012794098194041818,0.012956597765053418,0.013248253559041495,0.013403741899748831,0.013597974286070494,0.0
0.0033710191147175465,0.005790029959032124,0.007664401384856775,0.008633370368929763,0.00906370517860988,0.009404345125247035,0.009746664508977938,0.010010593176212973,0.01010644951874818,0.010365552104728953,0.010573181879109076,0.010680657416490782,0.010755910839440113,0.010905606718561688,0.011051718690271918,0.011112368818104668,0.011306083685916943,0.011483310407796004,0.011688432444412486,0.011962636234589132,0.012069345095758053,0.012406204027809124,0.012719543664272047,0.012850344853695201,0.013041409924105614,0.013197856502329144,0.013339557073389168,0.013495737296334288,0.013819085272841744,0.014009433865725757,0.0
0.00307429719863426,0.005697695885269409,0.007304719836911955,0.008384257311210463,0.008974236486778756,0.009362567562061247,0.009714827824080074,0.009943618017536186,0.010142596438305257,0.010461473808534712,0.010800675657868365,0.010904976566622192,0.010896532209079901,0.010992183069979558,0.011017914125815343,0.011090245253853308,0.011124413650680478,0.011267153035631994,0.011417917318302186,0.011537074231559823,0.011834355470344757,0.01203358670406905,0.012247644540617983,0.012462121880444875,0.012515322061623656,0.012629488600902579,0.012758709420260174,0.012965410676210197,0.013103545397702645,0.013226356423623194,0.0
0.0032021887318952227,0.005828901472282229,0.007456077589377374,0.008414277986470892,0.008999414184907965,0.009393260576973438,0.00947596281905992,0.009813839578311332,0.009895814295158992,0.010155063206784025,0.010219999052327296,0.01045320458791824,0.010584805160086593,0.010741637839622788,0.01075358523985811,0.010904492368698889,0.010890398377489485,0.011081997387629772,0.011119238328363694,0.011341926644089525,0.011412361127787167,0.011580149759239164,0.011842084777781413,0.011981095772384272,0.012216231725608049,0.012381110182925462,0.012586293998259829,0.01284997994878065,0.013048728016149558,0.013221419738191438,0.0
0.0033663863062852128,0.0060892599641187125,0.007845608654973765,0.008910046530855177,0.009518919206133916,0.009912004654931276,0.010154655702821931,0.010317294076891713,0.010494456121377423,0.010734893304304324,0.010937583379493665,0.011129509017710554,0.011321800944036392,0.01145519236492399,0.011677733209809832,0.011658023542197924,0.0117275821314515,0.011902078253371232,0.012110370339254039,0.012335376563968914,0.01254687730606354,0.012784645179886476,0.013154205209414162,0.013284818397595466,0.013351015505090675,0.013574604393121222,0.013626098686340666,0.013825352587071698,0.01405521054935581,0.01428200788705247,0.0
